State Code,State Name,Constituency Code,Constituency Name,Party Code,Party Name,Candidate Code,Candidate Name,Candidate votes,Valid votes in constituency,Total votes in constituency,Victory margin,Vote share,Abbreviation of party name,Party Alliance,Round Number,Winner,Is candidate VIP,Candidate Image,Vote phase,Total votes ignoring nota,Previous party abbreviation (won),Strong Hold Party,District Name(not getting data),Prev election vote share for constituency,Prev election vote share for constituency,Prev election vote share for constituency,Super VIP,Is key fight constituency,Any vip info for gfx,Winning Party abbr,VIP for digital,Region in hindi`
PS03,ASSAM,03507,Gauhati,097,Bhartiya Janta Party,2,Bijoya Chakravarty,764985,1511729,1511729,315784,50.6032823321625,BJP,NDA,99,Y,NULL,NULL,3,1505009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS03,ASSAM,03508,Mangaldoi,097,Bhartiya Janta Party,4,Ramen Deka,486357,1233237,1233237,22884,39.4373997557649,BJP,NDA,99,Y,1,RAMEN_DEKA_BJP_MANGALDOI,2,1222515,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS03,ASSAM,03509,Tezpur,097,Bhartiya Janta Party,3,Ram Prasad Sarmah,446511,980688,980688,86020,45.5303363247676,BJP,NDA,99,Y,NULL,NULL,1,964021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS03,ASSAM,03510,Nowgong,097,Bhartiya Janta Party,4,Rajen Gohain,494146,1230074,1230074,143559,40.172022031177,BJP,NDA,99,Y,1,RAJEN_GOHAIN_BJP_NAWGONG,2,1221292,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS03,ASSAM,03511,Kaliabor,158,Indian National Congress,2,Gourav Gogoi,443315,1160803,1160803,93874,38.1903404881444,CONG,UPA,99,Y,NULL,NULL,1,1148400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS03,ASSAM,03512,Jorhat,097,Bhartiya Janta Party,1,Kamakhya Prasad Tasa,456420,931337,931337,102420,49.0069126353698,BJP,NDA,99,Y,NULL,NULL,1,916688,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS03,ASSAM,03513,Dibrugarh,097,Bhartiya Janta Party,3,Rameswar Teli,494364,890968,890968,185347,55.4861055771862,BJP,NDA,99,Y,NULL,NULL,1,874159,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS03,ASSAM,03514,Lakhimpur,097,Bhartiya Janta Party,3,Sarbananda Sonowal,612543,1111975,1111975,292138,55.0859910645554,BJP,NDA,99,Y,1,SARBANANDA_SONOWAL_BJP_LAKHIMPUR,1,1100771,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS03,ASSAM,03501,Karimganj,035,All India United Democratic Front,3,Radheshyam Biswas,362866,886920,886920,102094,40.9130012706881,AIUDF,OTH,99,Y,NULL,NULL,2,882654,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS03,ASSAM,03502,Silchar,158,Indian National Congress,5,Sushmita Dev,336451,798390,798390,35241,42.1411313504286,CONG,UPA,99,Y,1,SUSHMITA_DEV_CONGRESS_SILCHAR,2,794080,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04506,Madhubani,097,Bhartiya Janta Party,4,Hukum Dev Narayan Yadav,358040,830453,830453,20535,43.1137666866557,BJP,NDA,99,Y,NULL,NULL,5,811516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04507,Jhanjharpur,097,Bhartiya Janta Party,4,Virender Kumar Choudhary,335481,941249,941249,55408,35.6420717131474,BJP,NDA,99,Y,NULL,NULL,3,933206,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04508,Supaul,158,Indian National Congress,4,Ranjit Ranjan,332927,970528,970528,59672,34.3036632599335,CONG,UPA,99,Y,NULL,NULL,3,948532,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04509,Araria,310,Rashtriya Janta Dal,2,Tasleem Uddin,407978,975811,975811,146504,41.8090779781351,RJD,UPA,99,Y,NULL,NULL,3,959203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04510,Kishanganj,158,Indian National Congress,4,Moh. Asrarul Huq,493461,928490,928490,194612,53.1465571556429,CONG,UPA,99,Y,NULL,NULL,2,911284,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04511,Katihar,257,Nationalist Congress Party,1,Tarik Anwar,431292,977830,977830,114740,44.1070082662546,NCP,UPA,99,Y,NULL,NULL,2,974543,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04512,Purnia,186,Janata Dal (United),4,Santosh Kumar,418826,1017732,1017732,116669,41.1528367459835,JD(U),OTH,99,Y,NULL,NULL,2,1005750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04513,Madhepura,310,Rashtriya Janta Dal,2,Rajesh Ranjan (Pappu Yadav),368937,10347801,1034799,56209,35.6529764205644,RJD,UPA,99,Y,1,RAJESH_RANJAN_RJD_MADHEPURA,3,10325877,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04514,Darbhanga,097,Bhartiya Janta Party,2,Kirti Azad,314949,828342,828342,35043,38.0215683599668,BJP,NDA,99,Y,NULL,NULL,4,807239,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04523,Samastipur,214,Lok Janshakti Party,4,Ram Chandra Paswan,270401,863199,863199,6872,31.3254170528267,LJP,NDA,99,Y,1,RAM_CHANDRA_PASWAN_LJP_SAMASTIPUR,4,833988,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04524,Begusarai,097,Bhartiya Janta Party,2,Bhola Singh,428228,1077868,1077868,58335,39.7291322043773,BJP,NDA,99,Y,1,BHOLA_SINGH_BJP_BEGUSARAI,4,1051245,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04525,Khagaria,214,Lok Janshakti Party,2,Chaudhary Mahboob Ali Kaiser,313806,896231,896231,76003,35.0139249658571,LJP,NDA,99,Y,NULL,NULL,3,872363,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04526,Bhagalpur,310,Rashtriya Janta Dal,3,Shailesh Kumar ( Bulo Mandle),367623,974016,974016,9485,37.7429757386165,RJD,UPA,99,Y,NULL,NULL,2,962141,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04527,Banka,310,Rashtriya Janta Dal,1,Jai Prakash Narayan Yadav,285150,898723,898723,10144,31.7283170361535,RJD,UPA,99,Y,NULL,NULL,2,888970,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04528,Munger,214,Lok Janshakti Party,4,Veena Devi,352911,914350,914350,109084,38.5968845662114,LJP,NDA,99,Y,1,VEENA_DEVI_LJP_MUNGER,4,898930,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04529,Nalanda,186,Janata Dal (United),2,Kaushlendra Kumar,321982,921761,921761,9627,34.9311427461753,JD(U),OTH,99,Y,1,KAUSHLENDRA_KUMAR_JDU_NALANDA,7,916309,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04530,Patna Sahib,097,Bhartiya Janta Party,4,Shatrughana Sinha,485905,882262,882262,265805,55.074847296101,BJP,NDA,99,Y,NULL,NULL,7,874535,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04531,Patliputra,097,Bhartiya Janta Party,4,Ram Kripal Yadav,383262,978654,978654,40322,39.1621153521926,BJP,NDA,99,Y,NULL,NULL,7,973976,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04532,Arrah,097,Bhartiya Janta Party,3,Raj Kumar Singh,391074,893283,893283,135870,43.7793579645443,BJP,NDA,99,Y,1,RK_SINGH_BJP_ARRAH,,,,,,,,,,,,,,
,7,Bhojpur,878580,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,
PS04,BIHAR,04533,Buxar,097,Bhartiya Janta Party,1,Ashwini Kumar Choubey,319012,888204,888204,132338,35.9164832442961,BJP,NDA,99,Y,1,ASHWANI_KUMAR_CHOUBEY_BJP_BUXAR,,,,,,,,,,,,,,
,7,Bhojpur,879025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,
PS04,BIHAR,04534,Sasaram,097,Bhartiya Janta Party,2,Chhedi Paswan,366087,846789,846788,63327,43.2323754796059,BJP,NDA,99,Y,1,CHEDI_PASWAN_BJP_SASARAM,7,833410,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04535,Karakat,319,Rashtriya Lok Samta Party,4,Upendra Kushwaha,338892,789927,789927,105241,42.9016315411025,RLSP,NDA,99,Y,1,UPENDRA_KUSHWAHA_RLSP_KARAKAT,7,779742,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04536,Jahanabad,319,Rashtriya Lok Samta Party,4,Dr. Arun Kumar,322647,811516,811516,42340,39.7585016703285,RLSP,NDA,99,Y,NULL,NULL,7,801164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04537,Aurangabad,097,Bhartiya Janta Party,4,Sushil Kumar Singh,307941,786275,786274,66347,39.1645416679915,BJP,NDA,99,Y,NULL,NULL,1,768821,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04538,Gaya,097,Bhartiya Janta Party,4,Hari Manjhi,326230,809378,809378,115504,40.3062100696954,BJP,NDA,99,Y,NULL,NULL,1,790348,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04539,Nawada,097,Bhartiya Janta Party,2,Giriraj Singh,390248,884441,884441,140157,44.1236395376972,BJP,NDA,99,Y,1,GIRIRAJ_SINGH_BJP_NAWADA,1,876952,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04540,Jamui,214,Lok Janshakti Party,2,Chirag Kumar Paswan,285354,775639,775639,85947,36.7894899695735,LJP,NDA,99,Y,NULL,NULL,1,756122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04501,Valmiki Nagar,097,Bhartiya Janta Party,4,Satish Chandra Dubey,364011,900114,900114,117793,40.4404992695378,BJP,NDA,99,Y,1,SATISH_CHANDRA_DUBEY_BJP_VALMIKI_NAGAR,6,884599,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04502,Paschim Champaran,097,Bhartiya Janta Party,4,Dr. Sanjay Jayaswal,371232,854800,854800,110254,43.4290554175767,BJP,NDA,99,Y,NULL,NULL,6,835996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04503,Purvi Champaran,097,Bhartiya Janta Party,3,Radha Mohan Singh,400452,822680,822680,192163,48.6764614717004,BJP,NDA,99,Y,1,RADHA_MOHAN_SINGH_BJP_PURVI_CHAMPARAN,6,809410,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04504,Sheohar,097,Bhartiya Janta Party,3,Rama Devi,372506,842894,842894,136239,44.1936421499712,BJP,NDA,99,Y,1,RAMA_DEVI_BJP_SHEOHAR,6,831224,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04505,Sitamarhi,319,Rashtriya Lok Samta Party,9,Ram Kumar Sharma,411265,900588,900588,147965,45.6662251037932,RLSP,NDA,99,Y,1,RAM_KUMAR_SHARMA_RLSP_SITAMARHI,5,894639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04515,Muzaffarpur,097,Bhartiya Janta Party,2,Ajay Nishad,469295,948887,948887,222422,49.4573648312551,BJP,NDA,99,Y,1,AJAY_NISHAD_BJP_MUZAFFARPUR,5,939197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04516,Vaishali,214,Lok Janshakti Party,2,Rama Kishor Singh,305450,925937,925937,99267,32.9881698342654,LJP,NDA,99,Y,NULL,NULL,6,919877,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04517,GopalGanj Sc,097,Bhartiya Janta Party,3,Janak Ram,478773,903583,903583,286936,52.985997981372,BJP,NDA,99,Y,NULL,NULL,6,885742,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04518,Siwan,097,Bhartiya Janta Party,1,Om Prakash Yadav,372670,884021,884021,113847,42.1561906830373,BJP,NDA,99,Y,1,OM_PRAKASH_YADAV_BJP_SIWAN,6,862612,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04519,Maharajganj,097,Bhartiya Janta Party,1,Janardhan Singh Sigriwal,320753,846654,846654,38415,37.8847346321701,BJP,NDA,99,Y,NULL,NULL,6,823250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04520,Saran,097,Bhartiya Janta Party,2,Rajiv Pratap Rudi,355120,863254,863254,40948,41.1373232706442,BJP,NDA,99,Y,NULL,NULL,5,844091,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04521,Hajipur,214,Lok Janshakti Party,3,Ramvilas Paswan,455652,904753,904753,225500,50.3619768467451,LJP,NDA,99,Y,NULL,NULL,5,889659,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS04,BIHAR,04522,Ujiarpur,097,Bhartiya Janta Party,4,Nityanand Rai,317352,858920,858920,60469,36.9477518887069,BJP,NDA,99,Y,1,NITYANAND_RAI_BJP_UJIARPUR,4,852749,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS05,GOA,05501,North Goa,097,Bhartiya Janta Party,2,Shripad Yesso Naik,237903,406631,406631,105599,58.5057250782034,BJP,NDA,99,Y,NULL,NULL,3,400861,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS05,GOA,05502,South Goa,097,Bhartiya Janta Party,2,Adv. Narendra Keshav Sawaikar,198776,410369,410369,32330,48.4382386626703,BJP,NDA,99,Y,NULL,NULL,3,406036,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06501,Kachchh,097,Bhartiya Janta Party,2,Chavda Vinod Lakhamashi,562855,94620,946240,254482,59.4832606069701,BJP,NDA,99,Y,NULL,NULL,3,77741,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06502,Banaskantha,097,Bhartiya Janta Party,1,Chaudhary Haribhai Parthibhai,507856,886634,886634,202334,57.2790381611373,BJP,NDA,99,Y,NULL,NULL,3,869237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06503,Patan,097,Bhartiya Janta Party,3,Liladharbhai Khodaji Vaghela,518538,955799,955799,138719,54.2517263025738,BJP,NDA,99,Y,NULL,NULL,3,943738,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06504,Mahesana,097,Bhartiya Janta Party,2,Patel Jayshreeben Kanubhai,580250,1004660,1004660,208891,57.755800215197,BJP,NDA,99,Y,NULL,NULL,3,993045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
PS06,GUJARAT,06505,Sabarkantha,097,Bhartiya Janta Party,2,Rathod Dipsinh Shankarsinh,552205,1094002,1094002,84455,50.4756385494372,BJP,NDA,99,Y,NULL,NULL,3,1071668,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
